mmsi,turnrate,shipLength,heading,course,cargo_type,lon,shipWidth,ship_name,speed,lat,postime,ship_status,callsign,destination,imo
413790804,0.0,66.0,511.0,348.5,货轮,118.34501333333333,12.0,WANHONGSHUN1178,4.1,31.34762,20241022143224,,,,0.0
413882436,0.0,105.0,511.0,345.8,货轮,118.344355,16.0,,4.7,31.347466666666666,20241022143227,,1916,,
413827947,0.0,120.0,511.0,349.2,货轮,118.34488333333331,21.0,JIANGYU31508,4.2,31.345166666666668,20241022143229,,,WUHAN,0.0
413772348,0.0,60.0,511.0,352.3,货轮,118.34294666666666,11.0,,5.4,31.353766666666665,20241022143227,,0000000,,
413833533,0.0,0.0,511.0,3.2,未知,118.34424,0.0,MING YANG 6598,3.9,31.36870333333333,20241022143226,,,,
413863553,0.0,0.0,358.0,359.0,未知,118.34240833333334,0.0,JIANG TAI  9        ,5.6,31.36701833333333,20241022143227,,,,
413820017,0.0,59.0,511.0,1.5,货轮,118.34393333333334,10.0,,6.6,31.366786666666663,20241022143228,,,,
413830411,0.0,118.0,511.0,183.3,货轮,118.33998666666666,20.0,,4.2,31.3948,20241022143228,,0000000,,
413796641,0.0,57.0,511.0,3.0,货轮,118.34474666666668,9.0,JIA FU 5288,4.0,31.399013333333333,20241022143222,,,,0.0
413844087,0.0,0.0,511.0,31.1,未知,118.34637833333332,0.0,JIANGYU958 ,0.0,31.399281666666667,20241022143225,0.0,,,
413828414,0.0,109.0,196.0,196.2,货轮,118.34083333333334,19.0,,4.2,31.400145,20241022143226,,,,
413811693,0.0,0.0,511.0,190.5,未知,118.34642166666669,0.0,JI XIANG YONG YU,1.7,31.401731666666667,20241022143225,5.0,,,
413778742,0.0,66.0,511.0,342.4,货轮,118.34637333333332,12.0,WANSHUNXIN218,5.1,31.4271,20241022143226,,0000000,CHIZHOU,0.0
413766584,0.0,73.0,511.0,352.2,货轮,118.34733,12.0,CHENG XING 189,4.1,31.336245,20241022143225,0.0,,0,0.0
413806027,0.0,0.0,511.0,356.9,未知,118.34667666666668,0.0,CHANGHANGJINHE306,4.3,31.33565,20241022143227,,,,
413827074,0.0,0.0,511.0,163.8,未知,118.34391833333332,0.0,XINCHANGJIANG26004,3.5,31.334145,20241022143223,,,,
413827875,0.0,0.0,511.0,351.7,未知,118.34606666666669,0.0,LIDASHUNYUAN,4.3,31.340516666666662,20241022143222,,,,
413824846,0.0,73.0,351.0,351.5,货轮,118.34659,13.0,WAN HAI YI 516,4.6,31.338248333333333,20241022143226,0.0,0000000,WUJING,0.0
1222,0.0,0.0,511.0,164.2,未知,118.34581333333334,0.0,CHANGJIANGGONAN3008,0.0,31.385325,20241022143231,0.0,,,0.0
