mmsi,turnrate,shipLength,heading,course,cargo_type,lon,shipWidth,ship_name,speed,lat,postime,ship_status,callsign,destination,imo
413863553,0.0,0.0,511.0,1.9,未知,118.34238833333332,0.0,JIANG TAI  9        ,5.5,31.361083333333333,20241022142829,,,,
413973031,0.0,0.0,511.0,344.8,未知,118.3433,0.0,SUSIYANGHUO6666,5.0,31.3571,20241022142823,,,,
413880334,0.0,0.0,511.0,5.1,未知,118.34386666666668,0.0,YU XIANG SHENG19928,4.1,31.36725,20241022142829,,,,
413774873,0.0,0.0,349.0,349.3,未知,118.34409666666669,0.0,JIANGHANG69,4.3,31.34854333333333,20241022142830,,,,
413792567,0.0,0.0,350.0,350.7,,118.343065,0.0,,4.1,31.35388333333333,20241022142825,,,,
413950903,0.0,0.0,9.0,9.4,未知,118.34325333333334,0.0,WANGUOYANGYE358,4.1,31.394906666666667,20241022142822,,,,
413785668,0.0,54.0,9.0,9.3,货轮,118.34576666666666,10.0,,4.1,31.40164833333333,20241022142827,,YYYY,,
413827846,0.0,126.0,511.0,12.2,货轮,118.34340833333331,21.0,XIN HUA JING XI,4.4,31.396218333333334,20241022142827,,,JIANGYIN,0.0
413863526,0.0,0.0,511.0,326.1,未知,118.34081333333332,0.0,HUIFENG7779,4.0,31.435188333333333,20241022142827,0.0,,,
413834857,0.0,100.0,511.0,187.7,货轮,118.34333333333332,16.0,YU XIN HUO 18998,5.4,31.41529833333333,20241022142822,0.0,,0,0.0
413827074,0.0,0.0,511.0,164.4,未知,118.34263,0.0,XINCHANGJIANG26004,3.7,31.337845,20241022142828,,,,
413827641,0.0,133.0,511.0,173.7,货轮,118.34341666666668,23.0,,5.4,31.334983333333334,20241022142825,,0000,,
413868611,0.0,0.0,511.0,349.1,未知,118.34703,0.0,YIYOU52,8.6,31.333325,20241022142820,,,,
413766584,0.0,73.0,511.0,350.2,货轮,118.34814166666666,12.0,CHENG XING 189,4.1,31.331945,20241022142825,0.0,,0,0.0
413827947,0.0,120.0,511.0,352.8,货轮,118.34588333333332,21.0,JIANGYU31508,4.3,31.340416666666663,20241022142821,,,WUHAN,0.0
413825386,0.0,99.0,511.0,171.6,货轮,118.34505333333334,16.0,YUXINHUO16682,4.9,31.330116666666665,20241022142824,,,NANTONG,0.0
413828186,0.0,79.0,511.0,349.0,货轮,118.34626666666666,15.0,GUANGTONG660,4.1,31.33963333333333,20241022142828,,06,TIAN ZHENNG,0.0
413826398,0.0,0.0,511.0,168.9,未知,118.34170666666668,0.0,YUAN YANG 6998,6.2,31.33204,20241022142824,,,,
413806027,0.0,0.0,347.0,346.9,未知,118.34775,0.0,CHANGHANGJINHE306,8.6,31.32893333333333,20241022142821,0.0,,,
412375140,0.0,0.0,511.0,0.0,未知,118.34608,0.0,ZHEN TAI TUO 2009,0.0,31.384543333333333,20241022142827,,,,
413871254,0.0,0.0,511.0,238.2,未知,118.34993166666666,0.0,MIN WEN HAO,0.0,31.416685,20241022142829,,,,
